Name,Elevation,Latitude,Longitude,State
MT DAVIS,3213,39.78583333,79.17694444,PA
BLUE KNOB,3130,40.28888889,78.56333333,PA
GLADE MTN,3089,39.79027778,79.20333333,PA
BOARDMAN RIDGE,3032,39.76305556,79.24777778,PA
